exercise_id,name,aliases,canonical_family,exercise_class,metric_recipe,primary_modality,equipment,body_position,movement_pattern,force_type,laterality,uses_bodyweight,load_type,main_muscle_groups,secondary_muscle_groups,joints_emphasized,skill_tags,context_tags,is_hold,is_cardio,supports_live_tracking,default_summary_format,search_text,notes
treadmill-incline-walk,Treadmill Incline Walk,incline treadmill walk|power walk|incline walk|12-3-30 walk,walking,cardio-live,duration+distance+pace,cardio,treadmill,standing,locomotion,cyclical,bilateral,true,bodyweight,calves|glute max|hamstrings,quads|core,hip|knee|ankle,zone-2|low-impact|incline,gym|cardio,false,true,true,duration_distance,treadmill incline walk incline treadmill walk power walk incline walk 12-3-30 walk walking treadmill calves glute max hamstrings quads core hip knee ankle zone-2 low-impact incline gym cardio,
outdoor-walk,Outdoor Walk,walk|brisk walk,walking,cardio-live,distance+time+rpe,cardio,none,standing,locomotion,cyclical,bilateral,true,bodyweight,calves|glute max,quads|hip flexors|core,hip|knee|ankle,low-impact,outdoors|cardio|warmup-friendly,false,true,true,distance_time,outdoor walk walk brisk walk walking none calves glute max quads hip flexors core hip knee ankle low-impact outdoors cardio warmup-friendly,
stationary-bike,Stationary Bike,upright bike|spin bike|indoor cycling|exercise bike|Stationary Bike,cycling,cardio-live,duration+distance,cardio,stationary-bike,seated,locomotion,cyclical,bilateral,false,none,quads|glute max,calves|hamstrings,hip|knee|ankle,endurance|low-impact,gym|cardio,false,true,true,duration_distance,stationary bike upright bike spin bike indoor cycling exercise bike stationary bike cycling stationary-bike quads glute max calves hamstrings hip knee ankle endurance low-impact gym cardio,
air-bike,Air Bike,assault bike|echo bike|fan bike|Air Bike,cycling,cardio-live,duration+calories,conditioning,air-bike,seated,locomotion,cyclical,bilateral,false,none,quads|glute max|shoulders,hamstrings|triceps|core,hip|knee|ankle|shoulder|elbow,HIIT|full-body|conditioning,gym|cardio|crossfit-box,false,true,true,duration_calories,air bike assault bike echo bike fan bike air bike cycling air-bike quads glute max shoulders hamstrings triceps core hip knee ankle shoulder elbow hiit full-body conditioning gym cardio crossfit-box,
row-erg,Row Erg,rowing machine|indoor rower|row ergometer|erg row|concept2 rowerg|indoor row|Row Erg,row-erg,cardio-live,duration+distance+pace,cardio,row-erg,seated,horizontal-pull|hinge|locomotion,cyclical,bilateral,false,none,quads|glute max|lats|mid back,hamstrings|biceps|core,hip|knee|ankle|shoulder|elbow|spine,erg|endurance|full-body,gym|cardio|crossfit-box,false,true,true,duration_distance,row erg rowing machine indoor rower row ergometer erg row concept2 rowerg indoor row row erg row-erg row-erg quads glute max lats mid back hamstrings biceps core hip knee ankle shoulder elbow spine erg endurance full-body gym cardio crossfit-box,
ski-erg,Ski Erg,ski ergometer|ski machine|skierg|concept2 skierg|Ski Erg,ski-erg,cardio-live,duration+distance+pace,cardio,ski-erg,standing,vertical-pull|hinge|locomotion,cyclical,bilateral,false,none,lats|triceps|rectus abdominis,glute max|hamstrings|shoulders,shoulder|elbow|spine|hip|ankle,erg|endurance|full-body,gym|cardio|crossfit-box,false,true,true,duration_distance,ski erg ski ergometer ski machine skierg concept2 skierg ski erg ski-erg ski-erg lats triceps rectus abdominis glute max hamstrings shoulders shoulder elbow spine hip ankle erg endurance full-body gym cardio crossfit-box,
elliptical,Elliptical,cross trainer|Elliptical,elliptical,cardio-live,duration+distance,cardio,elliptical,standing,locomotion,cyclical,bilateral,false,none,quads|glute max|calves,hamstrings|shoulders,hip|knee|ankle|shoulder,low-impact,gym|cardio,false,true,true,duration_distance,elliptical cross trainer elliptical elliptical elliptical quads glute max calves hamstrings shoulders hip knee ankle shoulder low-impact gym cardio,
stair-climber,Stair Climber,stepmill|stair mill|stairmill|Stair Climber,stair-climber,cardio-live,duration+floors,cardio,stair-climber,standing,locomotion,cyclical,bilateral,false,none,quads|glute max|calves,hamstrings|core,hip|knee|ankle,endurance|glute-focus|low-impact,gym|cardio,false,true,true,duration_distance,stair climber stepmill stair mill stairmill stair climber stair-climber stair-climber quads glute max calves hamstrings core hip knee ankle endurance glute-focus low-impact gym cardio,
jump-rope,Jump Rope,skipping rope|rope skip|Jump Rope,jump-rope,cardio-manual,duration+rpe,conditioning,jump-rope,standing,locomotion|calf,cyclical,bilateral,true,bodyweight,calves|shoulders|forearms,quads|core,ankle|wrist|shoulder,conditioning|coordination,gym|home|cardio,false,true,true,duration_rpe,jump rope skipping rope rope skip jump rope jump-rope jump-rope calves shoulders forearms quads core ankle wrist shoulder conditioning coordination gym home cardio,
swim-laps,Swim Laps,lap swimming|pool swim,swimming,cardio-manual,distance+time+rpe,cardio,pool,prone-horizontal,locomotion,cyclical,bilateral,false,none,lats|shoulders|glutes,triceps|core|calves,shoulder|spine|hip|ankle,endurance|low-impact,pool|cardio,false,true,true,distance_time,swim laps lap swimming pool swim swimming pool lats shoulders glutes triceps core calves shoulder spine hip ankle endurance low-impact pool cardio,
band-external-rotation,Band External Rotation,shoulder band external rotation|Band External Rotation,external-rotation,unilateral-pair,left_load+right_load+reps+rpe,rehab,band|resistance-band,standing,external-rotation,dynamic,unilateral,false,external,external rotators,rear delts|lower traps,shoulder|scapula|elbow,rehab|rotator-cuff|warmup-friendly,gym|home|rehab-friendly,false,false,true,left_right_load_reps_rpe,band external rotation shoulder band external rotation band external rotation external-rotation band resistance-band external rotators rear delts lower traps shoulder scapula elbow rehab rotator-cuff warmup-friendly gym home rehab-friendly,
tibialis-raise,Tibialis Raise,tib raise|toe raise|shin raise|anterior tibialis raise|Tibialis Raise,tibialis-raise,other,reps+rpe,rehab,tib-bar|wall|machine|none,standing,ankle-dorsiflexion,dynamic,bilateral,true,mixed,tibialis anterior,intrinsic foot muscles,ankle,lower-leg|rehab|ankle|shin,gym|home|rehab-friendly,false,false,true,reps_rpe,tibialis raise tib raise toe raise shin raise anterior tibialis raise tibialis raise tibialis-raise tib-bar wall machine none tibialis anterior intrinsic foot muscles ankle lower-leg rehab ankle shin gym home rehab-friendly,
hip-airplane,Hip Airplane,single leg hip airplane,hip-airplane,bodyweight-reps,reps+rpe,mobility,none,standing,hip-rotation|core-stability,dynamic,unilateral,true,bodyweight,glute med|glute max,adductors|obliques,hip|ankle|spine,mobility|balance|rehab,gym|home|rehab-friendly|warmup-friendly,false,false,true,reps_rpe,hip airplane single leg hip airplane hip-airplane none glute med glute max adductors obliques hip ankle spine mobility balance rehab gym home rehab-friendly warmup-friendly,
serratus-wall-slide,Serratus Wall Slide,wall slide|foam roller wall slide,wall-slide,bodyweight-reps,reps+rpe,rehab,wall|foam-roller|band,standing,scapular-control|shoulder-flexion,dynamic,bilateral,false,mixed,serratus|lower traps,rotator cuff|front delts,shoulder|scapula,rehab|scapular-control,gym|home|rehab-friendly|warmup-friendly,false,false,true,reps_rpe,serratus wall slide wall slide foam roller wall slide wall-slide wall foam-roller band serratus lower traps rotator cuff front delts shoulder scapula rehab scapular-control gym home rehab-friendly warmup-friendly,
spanish-squat-hold,Spanish Squat Hold,banded spanish squat iso|spanish squat isometric|Spanish Squat Hold,spanish-squat,hold,duration+rpe,rehab,strap|band|rack|resistance-band,standing,squat,isometric,bilateral,true,assisted-bodyweight,quads|VMO,glute max,knee|hip|ankle,rehab|tendon-friendly|isometric,gym|home|rehab-friendly|warmup-friendly,true,false,true,duration_rpe,spanish squat hold banded spanish squat iso spanish squat isometric spanish squat hold spanish-squat strap band rack resistance-band quads vmo glute max knee hip ankle rehab tendon-friendly isometric gym home rehab-friendly warmup-friendly,
terminal-knee-extension,Terminal Knee Extension,TKE|banded TKE,terminal-knee-extension,unilateral-pair,left_load+right_load+reps+rpe,rehab,band|cable,standing,knee-extension,dynamic,unilateral,false,mixed,quads|VMO,glute max,knee,rehab|warmup,gym|home|rehab-friendly|warmup-friendly,false,false,true,left_right_load_reps_rpe,terminal knee extension tke banded tke terminal-knee-extension band cable quads vmo glute max knee rehab warmup gym home rehab-friendly warmup-friendly,
ghd-hip-extension,GHD Hip Extension,roman chair back extension|45 degree back extension,back-extension,bodyweight-reps,reps+rpe,strength,GHD|roman-chair,supported,hinge|core-extension,dynamic,bilateral,true,bodyweight,glute max|hamstrings|spinal erectors,adductors|core,hip|spine,posterior-chain,gym,false,false,true,reps_rpe,ghd hip extension roman chair back extension 45 degree back extension back-extension ghd roman-chair glute max hamstrings spinal erectors adductors core hip spine posterior-chain gym,
glute-ham-raise,Glute-Ham Raise,GHR|Glute-Ham Raise,leg-curl,bodyweight-reps,reps+rpe,strength,GHD|glute-ham-bench|ghd|glute-ham-developer,supported,knee-flexion|hinge,dynamic,bilateral,true,bodyweight,hamstrings|glute max,spinal erectors|calves,knee|hip,posterior-chain|advanced,gym|niche|machine-area,false,false,true,reps_rpe,glute-ham raise ghr glute-ham raise leg-curl ghd glute-ham-bench ghd glute-ham-developer hamstrings glute max spinal erectors calves knee hip posterior-chain advanced gym niche machine-area,
barbell-box-squat,Barbell Box Squat,box squat,squat,bilateral-load,load+reps+rpe,strength,barbell|squat-rack|box,standing,squat,dynamic,bilateral,false,external,glute max|quads|adductors,hamstrings|spinal erectors|abs,hip|knee|spine,powerlifting|box,gym|free-weights,false,false,true,load_x_reps_rpe,barbell box squat box squat squat barbell squat-rack box glute max quads adductors hamstrings spinal erectors abs hip knee spine powerlifting box gym free-weights,
barbell-floor-press,Barbell Floor Press,floor press,bench-press,bilateral-load,load+reps+rpe,strength,barbell|floor,lying-supine,horizontal-push,dynamic,bilateral,false,external,triceps|pecs|front delts,serratus,shoulder|elbow|wrist,partial-range|lockout-focus,gym|free-weights|home,false,false,true,load_x_reps_rpe,barbell floor press floor press bench-press barbell floor triceps pecs front delts serratus shoulder elbow wrist partial-range lockout-focus gym free-weights home,
barbell-push-jerk,Barbell Push Jerk,push jerk,jerk,bilateral-load,load+reps+rpe,skill,barbell|rack,standing,vertical-push|overhead,explosive,bilateral,false,external,front delts|triceps|quads,glute max|calves|upper traps|abs,shoulder|elbow|wrist|hip|knee|ankle,olympic-lifting|overhead|power,gym|free-weights,false,false,true,load_x_reps_rpe,barbell push jerk push jerk jerk barbell rack front delts triceps quads glute max calves upper traps abs shoulder elbow wrist hip knee ankle olympic-lifting overhead power gym free-weights,
barbell-split-jerk,Barbell Split Jerk,split jerk,jerk,bilateral-load,load+reps+rpe,skill,barbell|rack,standing|split-stance,vertical-push|overhead,explosive,bilateral,false,external,front delts|triceps|quads,glute max|calves|upper traps|abs,shoulder|elbow|wrist|hip|knee|ankle,olympic-lifting|overhead|power,gym|free-weights,false,false,true,load_x_reps_rpe,barbell split jerk split jerk jerk barbell rack front delts triceps quads glute max calves upper traps abs shoulder elbow wrist hip knee ankle olympic-lifting overhead power gym free-weights,
barbell-thruster,Barbell Thruster,thruster,thruster,bilateral-load,load+reps+rpe,mixed,barbell|rack,standing|front-rack,squat|vertical-push,mixed,bilateral,false,external,quads|glute max|front delts|triceps,upper back|abs,hip|knee|ankle|shoulder|elbow,crossfit|conditioning|overhead,gym|free-weights,false,false,true,load_x_reps_rpe,barbell thruster thruster thruster barbell rack quads glute max front delts triceps upper back abs hip knee ankle shoulder elbow crossfit conditioning overhead gym free-weights,
barbell-upright-row,Barbell Upright Row,upright row,upright-row,bilateral-load,load+reps+rpe,hypertrophy,barbell,standing,vertical-pull|shoulder-abduction,dynamic,bilateral,false,external,lateral delts|upper traps,front delts|forearms,shoulder|elbow|wrist|scapula,shoulder-focus,gym|free-weights,false,false,true,load_x_reps_rpe,barbell upright row upright row upright-row barbell lateral delts upper traps front delts forearms shoulder elbow wrist scapula shoulder-focus gym free-weights,
barbell-clean,Barbell Clean,squat clean|clean,clean,bilateral-load,load+reps+rpe,skill,barbell,standing|front-rack,hinge|pull|squat,explosive,bilateral,false,external,quads|glute max|upper back,hamstrings|calves|traps|abs,hip|knee|ankle|shoulder|wrist|elbow,olympic-lifting|power,gym|free-weights,false,false,true,load_x_reps_rpe,barbell clean squat clean clean clean barbell quads glute max upper back hamstrings calves traps abs hip knee ankle shoulder wrist elbow olympic-lifting power gym free-weights,
barbell-power-clean,Barbell Power Clean,power clean,clean,bilateral-load,load+reps+rpe,skill,barbell,standing|front-rack,hinge|pull,explosive,bilateral,false,external,glute max|quads|upper back,hamstrings|calves|traps|abs,hip|knee|ankle|shoulder|wrist|elbow,olympic-lifting|power,gym|free-weights,false,false,true,load_x_reps_rpe,barbell power clean power clean clean barbell glute max quads upper back hamstrings calves traps abs hip knee ankle shoulder wrist elbow olympic-lifting power gym free-weights,
barbell-hang-clean,Barbell Hang Clean,hang clean,clean,bilateral-load,load+reps+rpe,skill,barbell,standing|front-rack,hinge|pull,explosive,bilateral,false,external,glute max|quads|upper back,hamstrings|calves|traps|abs,hip|knee|ankle|shoulder|wrist|elbow,olympic-lifting|hang|power,gym|free-weights,false,false,true,load_x_reps_rpe,barbell hang clean hang clean clean barbell glute max quads upper back hamstrings calves traps abs hip knee ankle shoulder wrist elbow olympic-lifting hang power gym free-weights,
barbell-clean-and-jerk,Barbell Clean and Jerk,clean & jerk|c and j|c&j,clean-and-jerk,bilateral-load,load+reps+rpe,skill,barbell,standing|front-rack|overhead,hinge|squat|vertical-push,explosive,bilateral,false,external,quads|glute max|front delts|triceps,upper back|hamstrings|calves|traps|abs,hip|knee|ankle|shoulder|elbow|wrist,olympic-lifting|power|overhead,gym|free-weights,false,false,true,load_x_reps_rpe,barbell clean and jerk clean & jerk c and j c&j clean-and-jerk barbell quads glute max front delts triceps upper back hamstrings calves traps abs hip knee ankle shoulder elbow wrist olympic-lifting power overhead gym free-weights,
barbell-snatch,Barbell Snatch,squat snatch|snatch,snatch,bilateral-load,load+reps+rpe,skill,barbell,standing|overhead,hinge|pull|squat|overhead,explosive,bilateral,false,external,glute max|quads|upper back,hamstrings|calves|traps|abs|shoulders,hip|knee|ankle|shoulder|wrist|spine,olympic-lifting|power|overhead,gym|free-weights,false,false,true,load_x_reps_rpe,barbell snatch squat snatch snatch snatch barbell glute max quads upper back hamstrings calves traps abs shoulders hip knee ankle shoulder wrist spine olympic-lifting power overhead gym free-weights,
barbell-power-snatch,Barbell Power Snatch,power snatch,snatch,bilateral-load,load+reps+rpe,skill,barbell,standing|overhead,hinge|pull|overhead,explosive,bilateral,false,external,glute max|upper back|quads,hamstrings|calves|traps|abs|shoulders,hip|knee|ankle|shoulder|wrist,olympic-lifting|power|overhead,gym|free-weights,false,false,true,load_x_reps_rpe,barbell power snatch power snatch snatch barbell glute max upper back quads hamstrings calves traps abs shoulders hip knee ankle shoulder wrist olympic-lifting power overhead gym free-weights,
barbell-hang-snatch,Barbell Hang Snatch,hang snatch,snatch,bilateral-load,load+reps+rpe,skill,barbell,standing|overhead,hinge|pull|overhead,explosive,bilateral,false,external,glute max|upper back|quads,hamstrings|calves|traps|abs|shoulders,hip|knee|ankle|shoulder|wrist,olympic-lifting|hang|power|overhead,gym|free-weights,false,false,true,load_x_reps_rpe,barbell hang snatch hang snatch snatch barbell glute max upper back quads hamstrings calves traps abs shoulders hip knee ankle shoulder wrist olympic-lifting hang power overhead gym free-weights,
snatch-balance,Snatch Balance,drop snatch|snatch balance,snatch,bilateral-load,load+reps+rpe,skill,barbell|rack,standing|overhead,squat|overhead,explosive,bilateral,false,external,quads|upper back|shoulders|abs,glute max|traps,hip|knee|ankle|shoulder|wrist,olympic-lifting|overhead|technique,gym|free-weights,false,false,true,load_x_reps_rpe,snatch balance drop snatch snatch balance snatch barbell rack quads upper back shoulders abs glute max traps hip knee ankle shoulder wrist olympic-lifting overhead technique gym free-weights,
clean-pull,Clean Pull,pull from floor clean grip,pull,bilateral-load,load+reps+rpe,strength,barbell,standing,hinge|pull,explosive,bilateral,false,external,glute max|hamstrings|upper back,quads|calves|traps|forearms,hip|knee|ankle|shoulder,olympic-lifting|power,gym|free-weights,false,false,true,load_x_reps_rpe,clean pull pull from floor clean grip pull barbell glute max hamstrings upper back quads calves traps forearms hip knee ankle shoulder olympic-lifting power gym free-weights,
snatch-pull,Snatch Pull,pull from floor snatch grip,pull,bilateral-load,load+reps+rpe,strength,barbell,standing,hinge|pull,explosive,bilateral,false,external,glute max|hamstrings|upper back,quads|calves|traps|forearms,hip|knee|ankle|shoulder,olympic-lifting|power,gym|free-weights,false,false,true,load_x_reps_rpe,snatch pull pull from floor snatch grip pull barbell glute max hamstrings upper back quads calves traps forearms hip knee ankle shoulder olympic-lifting power gym free-weights,
sumo-deadlift-high-pull,Barbell Sumo Deadlift High Pull,sdhp|sumo deadlift high pull,high-pull,bilateral-load,load+reps+rpe,mixed,barbell,standing,hinge|vertical-pull,explosive,bilateral,false,external,glute max|quads|upper traps,hamstrings|rear delts|forearms,hip|knee|shoulder|elbow,crossfit|conditioning,gym|free-weights,false,false,true,load_x_reps_rpe,barbell sumo deadlift high pull sdhp sumo deadlift high pull high-pull barbell glute max quads upper traps hamstrings rear delts forearms hip knee shoulder elbow crossfit conditioning gym free-weights,
landmine-squat,Landmine Squat,barbell landmine squat,squat,bilateral-load,load+reps+rpe,mixed,barbell|landmine,standing,squat,dynamic,bilateral,false,external,quads|glute max|adductors,abs|upper back,hip|knee|ankle|shoulder,landmine|joint-friendly,gym|free-weights,false,false,true,load_x_reps_rpe,landmine squat barbell landmine squat squat barbell landmine quads glute max adductors abs upper back hip knee ankle shoulder landmine joint-friendly gym free-weights,
smith-machine-bench-press,Smith Machine Bench Press,smith bench press,bench-press,bilateral-load,load+reps+rpe,hypertrophy,smith-machine|flat-bench,lying-supine,horizontal-push,dynamic,bilateral,false,external,pecs|triceps|front delts,serratus,shoulder|elbow|wrist,machine-guided,gym|machine-area,false,false,true,load_x_reps_rpe,smith machine bench press smith bench press bench-press smith-machine flat-bench pecs triceps front delts serratus shoulder elbow wrist machine-guided gym machine-area,
smith-machine-incline-bench-press,Smith Machine Incline Bench Press,smith incline bench,bench-press,bilateral-load,load+reps+rpe,hypertrophy,smith-machine|incline-bench,incline,horizontal-push,dynamic,bilateral,false,external,upper chest|front delts|triceps,serratus,shoulder|elbow|wrist,machine-guided|upper-chest,gym|machine-area,false,false,true,load_x_reps_rpe,smith machine incline bench press smith incline bench bench-press smith-machine incline-bench upper chest front delts triceps serratus shoulder elbow wrist machine-guided upper-chest gym machine-area,
smith-machine-shoulder-press,Smith Machine Shoulder Press,smith overhead press,overhead-press,bilateral-load,load+reps+rpe,hypertrophy,smith-machine|bench,seated,vertical-push,dynamic,bilateral,false,external,front delts|triceps,upper chest|lateral delts,shoulder|elbow|wrist,machine-guided|overhead,gym|machine-area,false,false,true,load_x_reps_rpe,smith machine shoulder press smith overhead press overhead-press smith-machine bench front delts triceps upper chest lateral delts shoulder elbow wrist machine-guided overhead gym machine-area,
smith-machine-romanian-deadlift,Smith Machine Romanian Deadlift,smith rdl,hinge,bilateral-load,load+reps+rpe,hypertrophy,smith-machine,standing,hinge,dynamic,bilateral,false,external,hamstrings|glute max|spinal erectors,forearms|abs,hip|spine|knee,machine-guided|posterior-chain,gym|machine-area,false,false,true,load_x_reps_rpe,smith machine romanian deadlift smith rdl hinge smith-machine hamstrings glute max spinal erectors forearms abs hip spine knee machine-guided posterior-chain gym machine-area,
smith-machine-calf-raise,Smith Machine Calf Raise,smith standing calf raise,calf-raise,bilateral-load,load+reps+rpe,hypertrophy,smith-machine|block,standing,calf,dynamic,bilateral,false,external,gastrocnemius|soleus,tibialis posterior,ankle,calf-focus,gym|machine-area,false,false,true,load_x_reps_rpe,smith machine calf raise smith standing calf raise calf-raise smith-machine block gastrocnemius soleus tibialis posterior ankle calf-focus gym machine-area,
dumbbell-fly,Dumbbell Fly,db fly|flat dumbbell flye,fly,dumbbell-pair,load+reps+rpe,hypertrophy,dumbbell|flat-bench,lying-supine,horizontal-push,dynamic,bilateral,false,external,pecs,front delts|serratus,shoulder|scapula|elbow,chest-isolation,gym|free-weights,false,false,true,load_x_reps_rpe,dumbbell fly db fly flat dumbbell flye fly dumbbell flat-bench pecs front delts serratus shoulder scapula elbow chest-isolation gym free-weights,
seated-dumbbell-shoulder-press,Seated Dumbbell Shoulder Press,seated db shoulder press|seated dumbbell overhead press,overhead-press,dumbbell-pair,load+reps+rpe,hypertrophy,dumbbell|upright-bench,seated,vertical-push,dynamic,bilateral,false,external,front delts|triceps,upper chest|lateral delts,shoulder|elbow|wrist,overhead,gym|free-weights|home,false,false,true,load_x_reps_rpe,seated dumbbell shoulder press seated db shoulder press seated dumbbell overhead press overhead-press dumbbell upright-bench front delts triceps upper chest lateral delts shoulder elbow wrist overhead gym free-weights home,
standing-dumbbell-shoulder-press,Standing Dumbbell Shoulder Press,standing db press|standing dumbbell overhead press,overhead-press,dumbbell-pair,load+reps+rpe,strength,dumbbell,standing,vertical-push,dynamic,bilateral,false,external,front delts|triceps,lateral delts|abs|serratus,shoulder|elbow|wrist|spine,overhead|compound,gym|free-weights|home,false,false,true,load_x_reps_rpe,standing dumbbell shoulder press standing db press standing dumbbell overhead press overhead-press dumbbell front delts triceps lateral delts abs serratus shoulder elbow wrist spine overhead compound gym free-weights home,
dumbbell-push-press,Dumbbell Push Press,db push press,overhead-press,dumbbell-pair,load+reps+rpe,mixed,dumbbell,standing,vertical-push,explosive,bilateral,false,external,front delts|triceps|quads,glute max|calves|upper traps,shoulder|elbow|wrist|hip|knee|ankle,power|overhead,gym|free-weights,false,false,true,load_x_reps_rpe,dumbbell push press db push press overhead-press dumbbell front delts triceps quads glute max calves upper traps shoulder elbow wrist hip knee ankle power overhead gym free-weights,
one-arm-dumbbell-row,One-Arm Dumbbell Row,single arm dumbbell row|db row,row,unilateral-pair,left_load+right_load+reps+rpe,hypertrophy,dumbbell|bench,supported,horizontal-pull,dynamic,unilateral,false,external,lats|mid back,rear delts|biceps|forearms|obliques,shoulder|elbow|scapula|spine,unilateral|grip,gym|free-weights|home,false,false,true,left_right_load_reps_rpe,one-arm dumbbell row single arm dumbbell row db row row dumbbell bench lats mid back rear delts biceps forearms obliques shoulder elbow scapula spine unilateral grip gym free-weights home,
renegade-row,Renegade Row,plank row,row,unilateral-pair,left_load+right_load+reps+rpe,mixed,dumbbell|floor,plank,horizontal-pull|anti-rotation,dynamic,unilateral,false,external,lats|abs|obliques,rear delts|triceps|glutes,shoulder|elbow|wrist|spine,core|anti-rotation,gym|home,false,false,true,left_right_load_reps_rpe,renegade row plank row row dumbbell floor lats abs obliques rear delts triceps glutes shoulder elbow wrist spine core anti-rotation gym home,
dumbbell-split-squat,Dumbbell Split Squat,db split squat,split-squat,unilateral-pair,left_load+right_load+reps+rpe,hypertrophy,dumbbell,standing|split-stance,squat,dynamic,unilateral,false,external,quads|glute max,adductors|hamstrings|abs,hip|knee|ankle,unilateral,gym|free-weights|home,false,false,true,left_right_load_reps_rpe,dumbbell split squat db split squat split-squat dumbbell quads glute max adductors hamstrings abs hip knee ankle unilateral gym free-weights home,
dumbbell-reverse-lunge,Dumbbell Reverse Lunge,db reverse lunge,lunge,unilateral-pair,left_load+right_load+reps+rpe,hypertrophy,dumbbell,standing|split-stance,squat,dynamic,unilateral,false,external,quads|glute max,hamstrings|adductors|abs,hip|knee|ankle,unilateral,gym|free-weights|home,false,false,true,left_right_load_reps_rpe,dumbbell reverse lunge db reverse lunge lunge dumbbell quads glute max hamstrings adductors abs hip knee ankle unilateral gym free-weights home,
single-leg-dumbbell-romanian-deadlift,Single-Leg Dumbbell Romanian Deadlift,single leg db rdl|single leg romanian deadlift,hinge,unilateral-pair,left_load+right_load+reps+rpe,mixed,dumbbell,standing,hinge|balance,dynamic,unilateral,false,external,hamstrings|glute max|glute med,spinal erectors|forearms|abs,hip|spine|knee|ankle,unilateral|balance,gym|free-weights|home,false,false,true,left_right_load_reps_rpe,single-leg dumbbell romanian deadlift single leg db rdl single leg romanian deadlift hinge dumbbell hamstrings glute max glute med spinal erectors forearms abs hip spine knee ankle unilateral balance gym free-weights home,
dumbbell-hip-thrust,Dumbbell Hip Thrust,db hip thrust,hip-thrust,bilateral-load,load+reps+rpe,hypertrophy,dumbbell|bench,supported,hinge|hip-extension,dynamic,bilateral,false,external,glute max,hamstrings|adductors,hip|spine,glute-focus,gym|home,false,false,true,load_x_reps_rpe,dumbbell hip thrust db hip thrust hip-thrust dumbbell bench glute max hamstrings adductors hip spine glute-focus gym home,
alternating-dumbbell-curl,Alternating Dumbbell Curl,alternating db curl|dumbbell curl,curl,dumbbell-pair,load+reps+rpe,hypertrophy,dumbbell,standing,elbow-flexion,dynamic,alternating,false,external,biceps,brachialis|forearms,elbow|wrist,arm-isolation,gym|free-weights|home,false,false,true,load_x_reps_rpe,alternating dumbbell curl alternating db curl dumbbell curl curl dumbbell biceps brachialis forearms elbow wrist arm-isolation gym free-weights home,
concentration-curl,Concentration Curl,db concentration curl,curl,unilateral-pair,left_load+right_load+reps+rpe,hypertrophy,dumbbell|bench,seated,elbow-flexion,dynamic,unilateral,false,external,biceps,forearms,elbow|wrist,arm-isolation,gym|free-weights|home,false,false,true,left_right_load_reps_rpe,concentration curl db concentration curl curl dumbbell bench biceps forearms elbow wrist arm-isolation gym free-weights home,
dumbbell-lying-triceps-extension,Dumbbell Lying Triceps Extension,db skull crusher|lying db extension,triceps-extension,dumbbell-pair,load+reps+rpe,hypertrophy,dumbbell|flat-bench,lying-supine,elbow-extension,dynamic,bilateral,false,external,triceps,front delts,elbow|shoulder|wrist,arm-isolation,gym|free-weights|home,false,false,true,load_x_reps_rpe,dumbbell lying triceps extension db skull crusher lying db extension triceps-extension dumbbell flat-bench triceps front delts elbow shoulder wrist arm-isolation gym free-weights home,
overhead-dumbbell-triceps-extension,Overhead Dumbbell Triceps Extension,db overhead triceps extension,triceps-extension,bilateral-load,load+reps+rpe,hypertrophy,dumbbell,seated,elbow-extension,dynamic,bilateral,false,external,triceps,abs,elbow|shoulder|wrist,arm-isolation,gym|free-weights|home,false,false,true,load_x_reps_rpe,overhead dumbbell triceps extension db overhead triceps extension triceps-extension dumbbell triceps abs elbow shoulder wrist arm-isolation gym free-weights home,
american-kettlebell-swing,American Kettlebell Swing,overhead kettlebell swing|american swing,swing,bilateral-load,load+reps+rpe,conditioning,kettlebell,standing|overhead,hinge|vertical-push,explosive,bilateral,false,external,glute max|hamstrings|shoulders,upper back|abs|forearms,hip|spine|shoulder,crossfit|explosive|overhead,gym|home,false,false,true,load_x_reps_rpe,american kettlebell swing overhead kettlebell swing american swing swing kettlebell glute max hamstrings shoulders upper back abs forearms hip spine shoulder crossfit explosive overhead gym home,
kettlebell-goblet-squat,Kettlebell Goblet Squat,kb goblet squat,squat,bilateral-load,load+reps+rpe,mixed,kettlebell,standing,squat,dynamic,bilateral,false,external,quads|glute max|adductors,abs|upper back,hip|knee|ankle,goblet|joint-friendly,gym|home,false,false,true,load_x_reps_rpe,kettlebell goblet squat kb goblet squat squat kettlebell quads glute max adductors abs upper back hip knee ankle goblet joint-friendly gym home,
single-arm-kettlebell-overhead-press,Single-Arm Kettlebell Overhead Press,kb strict press|single arm kb press,overhead-press,unilateral-pair,left_load+right_load+reps+rpe,strength,kettlebell,standing,vertical-push,dynamic,unilateral,false,external,front delts|triceps,lateral delts|abs|serratus,shoulder|elbow|wrist|spine,overhead|grip,gym|home,false,false,true,left_right_load_reps_rpe,single-arm kettlebell overhead press kb strict press single arm kb press overhead-press kettlebell front delts triceps lateral delts abs serratus shoulder elbow wrist spine overhead grip gym home,
standing-cable-press,Standing Cable Press,cable chest press,bench-press,cable-load,load+reps+rpe,hypertrophy,cable-machine|d-handles,standing|split-stance,horizontal-push,dynamic,bilateral,false,cable-stack,pecs|triceps|front delts,serratus|abs,shoulder|elbow|wrist|spine,constant-tension|anti-rotation,gym|cable-station,false,false,true,load_x_reps_rpe,standing cable press cable chest press bench-press cable-machine d-handles pecs triceps front delts serratus abs shoulder elbow wrist spine constant-tension anti-rotation gym cable-station,
